Title,Album,Artist,Duration (ms),Rating,Play Count,Playlist,spotify_id
Loyal,Loyal,6LACK,242000,0,37,✌️,spotify:track:1dkTGZbqmtKEZdLP52iEwr
Like A Star,Corinne Bailey Rae,Corinne Bailey Rae,243000,0,62,✌️,spotify:track:5Anh8jULgeUgciLHCR25Mk
"10,000 Hours",CHANGE,Ella Mai,230000,0,33,✌️,spotify:track:6d1fGqMtdUEuHqFSDMlR0N
Chilly,Chilly,NIKI,230000,0,248,✌️,spotify:track:6H3TW6uEe3RxW8CcnXJfq2
Got Friends ,Got Friends,GoldLink,227000,0,19,✌️,spotify:track:1PVza5KmhSJhz12OewWciE
Losing,H.E.R.,H.E.R.,225000,0,23,✌️,spotify:track:20E9JE3J8dHNDj9saOeNgu
Balenciaga Challenge ,East Atlanta Love Letter,6LACK,187000,0,115,✌️,spotify:track:6Zisja44KqMZj4GM4UY6Yv
Better,Suncity,Khalid,229000,0,15,✌️,spotify:track:6zeeWid2sgw4lap2jV61PZ
Bad Intentions,Bad Intentions,Niykee Heaton,198000,0,63,✌️,spotify:track:5W3UniuRMkHHIpaiQo1hAW
Crush ,Chapters (Deluxe),Yuna,243000,0,20,✌️,spotify:track:3Txcx4jhuiTZSvhAL0WaRc
lovely,lovely,Billie Eilish,200000,0,25,✌️,spotify:track:0u2P5u6lvoDfwTYjAADbn4
Overtime ,Blank Face LP,ScHoolboy Q,278000,0,58,✌️,spotify:track:5lsrKf4mzIO4gA9U9eBYms
Privilege,"My Dear Melancholy,",The Weeknd,170000,0,31,✌️,spotify:track:0Nwar8rweBUyfyuoyjjUvk
Never Know,FREE 6LACK (Bonus Track Version),6LACK,249000,0,37,✌️,spotify:track:4bJX21zvsGJELwVNf902qk
Night Drive,PHO,Ari Lennox,150000,0,9,✌️,spotify:track:3VeuvRWfJLSOzeVPrgi5MR
Yours,The Color Of You,Alina Baraz,207000,0,30,✌️,spotify:track:3ggvoFaWTbh3ZfOg05vrh0
Instinct ,Nocturnal,Roy Woods,174000,0,41,✌️,spotify:track:49VzL5oBsUICN7U34T98b9
Pain & Pleasure,Pain &amp; Pleasure,Black Atlass,194000,0,81,✌️,spotify:track:5jDp0atW1tJ1lcFSOPNHni
Unwind,Subluxe,Healy,235000,0,6,✌️,spotify:track:31ZurLH7s71LBJXO003zpy
oui,Late Nights: The Album,Jeremih,238000,0,73,✌️,spotify:track:0PJIbOdMs3bd5AT8liULMQ
Talk Is Cheap,Built On Glass,Chet Faker,218000,0,104,✌️,spotify:track:7jJsme36M90Cn6aYYC2l3t
Rush,Rush,"Ayelle, Nakala",231000,0,32,✌️,spotify:track:5ruDaqxo8hUgok2hHtcdRF
Comfortable,Only Way Is Up (Deluxe),K Camp,211000,0,191,✌️,spotify:track:2BqQQXuBOuhaWeUP7okEx0
Come Back to Earth,Swimming,Mac Miller,161000,0,224,✌️,spotify:track:01z2fBGB8Hl3Jd3zXe4IXR
Issues ,Catch These Vibes,PnB Rock,232000,0,26,✌️,spotify:track:1ysDVWxBj5Set0fA05TcyP
Thinkin Bout You,channel ORANGE,Frank Ocean,200000,0,63,✌️,spotify:track:7DfFc7a6Rwfi3YQMRbDMau
Transform ,Freudian,Daniel Caesar,280000,0,131,✌️,spotify:track:1jQfgl9WRle7D8a3GXLwaD
Crack Rock,channel ORANGE,Frank Ocean,224000,0,78,✌️,spotify:track:5lcyIeEfwZTs8Ajw3kdF7P
Late Night ,"And After That, We Didn&#39;t Talk",GoldLink,161000,0,47,✌️,spotify:track:60ZZNXIdwgUGkVGRt7foLT
Sacrifice ,Fifty Shades Freed (Original Motion Picture Soundtrack),Black Atlass,209000,0,37,✌️,spotify:track:4LbfLqheRZesqH794Avpd9
I Like U,I Like U,NIKI,267000,0,74,✌️,spotify:track:6f7BE3VcZScJx6n3wsf5Z3
Run Away,Morning After,dvsn,140000,0,49,✌️,spotify:track:0xD824qQkuonQNHe2dSeI4
The Body ,The Album About Nothing,Wale,232000,0,17,✌️,spotify:track:1cOi4OoRlpOznxiRa8FfHf
Whatever You Want ,Strange Reign (Deluxe Edition),Tech N9ne Collabos,199000,0,28,✌️,spotify:track:2MFKw2lZYpouppwExnIgHn
Chaparral,Subluxe,Healy,228000,0,6,✌️,spotify:track:6j5J40LiUKW1roHvlBcN5s
Switch,East Atlanta Love Letter,6LACK,207000,0,130,✌️,spotify:track:29ZZAShKhwRUuKULSNtxX6
Blame ,Blame,YellowStraps,295000,0,18,✌️,spotify:track:2J5qVC5iCgodbav4ZLTNSI
Let Her Go,East Atlanta Love Letter,6LACK,177000,0,86,✌️,spotify:track:0CIGZEXjZ8L52lOrqUljJt
Crowned,RESONANCE,Cautious Clay,186000,0,29,✌️,spotify:track:40hilC332kLOwCzOVhWhl5
One Way  ,FREE 6LACK (Bonus Track Version),6LACK,287000,0,81,✌️,spotify:track:7HDpgbWMVzI8bEbdldw3cs
The Zone  ,Trilogy,The Weeknd,418000,0,64,✌️,spotify:track:46X8c9qJzpBLYcos3OX0CE
On The Way,TWENTY88,TWENTY88,203000,0,27,✌️,spotify:track:2TAf6ITyhwc9Z3MYb4tSYl
Heart Don't Stand a Chance,Malibu,Anderson .Paak,316000,0,41,✌️,spotify:track:25GlFJq5QNAXyVgJvCZ4Mf
Dancing With The Devil,Zephyr,NIKI,162000,0,49,✌️,spotify:track:6sjlDvvIQskeRtipoastyN
Learn Ya,FREE 6LACK (Bonus Track Version),6LACK,215000,0,15,✌️,spotify:track:2V8OJ8i3WBh4Los9wG6OKQ
Saturday Nights,Suncity,Khalid,209000,0,29,✌️,spotify:track:5kfNriitmkNE8mUbZ7gbq8
Disconnect,East Atlanta Love Letter,6LACK,265000,0,152,✌️,spotify:track:5dgkSJAuFXZnwz7OAFUnIk
Bad Bad News,Good Thing,Leon Bridges,207000,0,10,✌️,spotify:track:7FxzgizJRGTQ3fxUqfvljg
Gettin' Old,FREE 6LACK (Bonus Track Version),6LACK,215000,0,198,✌️,spotify:track:1S4sxNGmCASkyRI08YhLtT
See U Never,See U Never,NIKI,221000,0,158,✌️,spotify:track:5nPdol1JZWJqG4OSHVzSCF
Anymore,READY,Ella Mai,235000,0,64,✌️,spotify:track:2Ymig15Ykfk10tAS3fCoij
Gonna Love Me,K.T.S.E.,Teyana Taylor,167000,0,59,✌️,spotify:track:3nXrCAE44KlevAkQB2XWcN
Alone / EA6,FREE 6LACK (Bonus Track Version),6LACK,553000,0,101,✌️,spotify:track:4r8BzCnB6mDdPcJuSmSovv
Honey,Honey,Kehlani,199000,0,12,✌️,spotify:track:5QTdOvIF2ehBMZpSIIGzIo
Wishing ,Quality Street Music 2,DJ Drama,252000,0,32,✌️,spotify:track:6Op6z8dK5XC9lGRZe4XRF2
Wings,Swimming,Mac Miller,250000,0,190,✌️,spotify:track:16umSNZfofRpDqTvf8DIAo
Down,CHANGE,Ella Mai,253000,0,42,✌️,spotify:track:1tQsStMyJ0tciJ5Z4MUg66
Kinda Like It,Pain &amp; Pleasure,Black Atlass,265000,0,55,✌️,spotify:track:4F97knUaNslFXytVuzEEkX
Control,Control,Kevin Garrett,242000,0,49,✌️,spotify:track:0u90YKag3q9NwH4rNfXo7I
Torn ,First Impressions,James TW,196000,0,39,✌️,spotify:track:5511Aj0mYSejKP6fplsoRk
last night ,last night,ilham,215000,0,28,✌️,spotify:track:4wbgBOynxUbOQnF8ukgqwn
No Justice ,Campaign,Ty Dolla $ign,234000,0,18,✌️,spotify:track:6T31igJOl970c2C9aHVNZn
Japanese Denim,Get You,Daniel Caesar,270000,0,123,✌️,spotify:track:1boXOL0ua7N2iCOUVI1p9F
That Far,That Far,6LACK,185000,0,24,✌️,spotify:track:1BjiBbVzBMREvXiT6X5tHi
"Oslo, Norway ",Late Nights: Europe,Jeremih,248000,0,48,✌️,spotify:track:2FwbYZDOIxnRkzZ70ve4oO
PRBLMS,FREE 6LACK (Bonus Track Version),6LACK,246000,0,59,✌️,spotify:track:4AtZRwSR8BOTTQg5ihSggt
Mine,Mine,Bazzi,134000,0,18,✌️,spotify:track:7uzmGiiJyRfuViKKK3lVmR
Futura Free,Blonde,Frank Ocean,564000,0,24,✌️,spotify:track:5k8LB57xOq8UUNVaKWSqrf
Just Friends ,Aijuswanaseing,Musiq Soulchild,251000,0,330,✌️,spotify:track:5jgEJXjECdlhzNgfITSTVm
moodz ,digital druglord,blackbear,220000,0,24,✌️,spotify:track:7cZbVLrtLIFDWh5YpRBS9M
Electric ,The Color Of You,Alina Baraz,246000,0,158,✌️,spotify:track:2mj7x99sNUsVHPBRK51zlG
Lavender and Velvet,Lavender and Velvet,Alina Baraz,229000,0,7,✌️,spotify:track:57nReJa69S1lEJGYHLCKlx
Copenhagen ,Late Nights: Europe,Jeremih,237000,0,32,✌️,spotify:track:6nqp1eD1OER2tC4tApfxZa
Hurt You,"My Dear Melancholy,",The Weeknd,230000,0,33,✌️,spotify:track:6QdnKD1zwEgyOWtkrdzlOF
Beyond,Good Thing,Leon Bridges,240000,0,20,✌️,spotify:track:1Omt5bfz1tZUCqd26HxbS0
Ivy,Blonde,Frank Ocean,249260,0,56,✌️,spotify:track:2ZWlPOoWh0626oTaHrnl2a
Nonchalant,East Atlanta Love Letter,6LACK,183000,0,38,✌️,spotify:track:7c3K8ifIoaVZ2MSUuGo0Co
Sorry,East Atlanta Love Letter,6LACK,210000,0,67,✌️,spotify:track:2xRyZfWe9bnRfH1ZfhYO98
Loaded Gun,East Atlanta Love Letter,6LACK,198000,0,90,✌️,spotify:track:1wb7Mqon4o1ViLjaLV9f8U
Self Control,Blonde,Frank Ocean,249730,0,100,✌️,spotify:track:5GUYJTQap5F3RDQiCOJhrS
Every Kind Of Way,H.E.R.,H.E.R.,160000,0,33,✌️,spotify:track:0Aa3g9EQoPNt6PiKjaUeb7
Hurry ,K.T.S.E.,Teyana Taylor,174000,0,30,✌️,spotify:track:6NqbN00vLmWfrQSx2wjD4z
OTW ,OTW,Khalid,263000,0,22,✌️,spotify:track:6Hgh47WXVKtXN5zGOu0hjI
I Need It,I Need It,Johnny Balik,205000,0,24,✌️,spotify:track:03X3YEhpBI3Yl651OdqOCr
I Was Never There,"My Dear Melancholy,",The Weeknd,241000,0,35,✌️,spotify:track:1cKHdTo9u0ZymJdPGSh6nq
Issues/Hold On,K.T.S.E.,Teyana Taylor,186000,0,41,✌️,spotify:track:0bxmVPKnEopTyuMMkaTvUb
When We,When We,Tank,309000,0,31,✌️,spotify:track:2HWelwHQS4EdRqIycZOc3O
If I,Mic Check,blackwave.,214000,0,16,✌️,spotify:track:6Jr1pWeTdKFAxCdcuYhYHb
Jocelyn Flores,17,XXXTENTACION,119000,0,43,✌️,spotify:track:7m9OqQk4RVRkw9JJdeAw96
Backseat ,PHO,Ari Lennox,219000,0,15,✌️,spotify:track:1eu6vM3Q8wYKGYZCn26uMb
Rules,FREE 6LACK (Bonus Track Version),6LACK,211000,0,37,✌️,spotify:track:6HmWy7ttkeZGG2KEtt8AqX
Nikes,Blonde,Frank Ocean,369789,0,80,✌️,spotify:track:19YKaevk2bce4odJkP5L22
more than friends,more than friends,Grace Weber,198000,0,34,✌️,spotify:track:76jIBfC9FnGAt7MmTB9Mt9
Seasons,East Atlanta Love Letter,6LACK,250000,0,149,✌️,spotify:track:1AROE0XcC4ySCxXF65mutZ
Right By You ,DARKNESS AND LIGHT,John Legend,256000,0,24,✌️,spotify:track:3XzwvIUt2Qaa3zmQLxKx1G
Adorn,Kaleidoscope Dream,Miguel,193000,0,96,✌️,spotify:track:25cUhiAod71TIQSNicOaW3
Super Rich Kids ,channel ORANGE,Frank Ocean,304000,0,42,✌️,spotify:track:0725YWm6Z0TpZ6wrNk64Eb
Get You ,Get You,Daniel Caesar,277000,0,104,✌️,spotify:track:7zFXmv6vqI4qOt4yGf3jYZ
Wait For It,H.E.R.,H.E.R.,135000,0,25,✌️,spotify:track:2CcstVa4AIry0N18o0kChA
Exchange,T R A P S O U L,Bryson Tiller,194000,0,69,✌️,spotify:track:43PuMrRfbyyuz4QpZ3oAwN
Hardest Part ,Soft Control,Laura Welsh,228000,0,37,✌️,spotify:track:44ZIE1y5fBUvNoOfWZMkGJ
Best Part ,Freudian,Daniel Caesar,209000,0,172,✌️,spotify:track:1RMJOxR6GRPsBHL8qeC2ux
Fallin,The Color Of You,Alina Baraz,246000,0,51,✌️,spotify:track:4jdmvZ64AR3IR9G59IFTKq
Planez ,Late Nights: The Album,Jeremih,240000,0,47,✌️,spotify:track:08zJpaUQVi9FrKv2e32Bah
Call Out My Name,"My Dear Melancholy,",The Weeknd,228000,0,63,✌️,spotify:track:09mEdoA6zrmBPgTEN5qXmN
My Life,Pain &amp; Pleasure,Black Atlass,220000,0,52,✌️,spotify:track:1kERrhSSbefvW5q7h7SCcv
Stan,East Atlanta Love Letter,6LACK,303000,0,46,✌️,spotify:track:1mggAh6xgnKUT6ukw3AU9A
Fantasy,Pain &amp; Pleasure,Black Atlass,246000,0,67,✌️,spotify:track:3UVVNiFBnYuORmpaYifi6q
Tadow,Lady Lady,Masego,301000,0,43,✌️,spotify:track:51rPRW8NjxZoWPPjnRGzHw
Too Much,Too Much / Happens,Sampha,177000,0,39,✌️,spotify:track:2r3W5VKpa07a52vvytL65Z
Stuck in My Ways ,Love Is Hell,Phora,238000,0,16,✌️,spotify:track:0KRkgRkBa1fA4vJl8PMOTf
Breakfast In Bed,READY,Ella Mai,237000,0,30,✌️,spotify:track:2j0FtLNpLPaSX9rKuIdBFH
Build,Subluxe,Healy,220000,0,12,✌️,spotify:track:6MFjF3G26VSquE9tgqsN9O
Better Off Without You,Painting Pictures Of A War,Aquilo,206000,0,45,✌️,spotify:track:3wxUcWIWuXYqwPiqG1Uxq5
Candlelight,Candlelight,Zhavia Ward,189000,0,22,✌️,spotify:track:3j8FPquKEOygdUMLLs1Pxr
Sierra Leone,channel ORANGE,Frank Ocean,148000,0,46,✌️,spotify:track:1HwbgJAU9PZ7YbzKgVgoIF
No Vacation / Outside,Subluxe,Healy,300000,0,10,✌️,spotify:track:7zQGzgqBDYCGqNjpcp02xL
Luving U,FREE 6LACK (Bonus Track Version),6LACK,252000,0,15,✌️,spotify:track:5irqvOUbWsUefjZ8KPSQ66
Only One ,Only One,Kanye West,280000,0,53,✌️,spotify:track:0j35X8cTq543QDYLOyqB8W
Fire & Desire,Views,Drake,238210,0,141,✌️,spotify:track:4BhGTc3Cgay2U1QcTS7vQe
Miss California,Can We Talk,Tone Stith,232000,0,20,✌️,spotify:track:2PLMaTDP7l7Bzfyk5QM5CO
I Don't Even Know Why Though,The Color Of You,Alina Baraz,202000,0,32,✌️,spotify:track:3H2OWez1soN1GT4me4j53A
Solo,Blonde,Frank Ocean,257436,0,244,✌️,spotify:track:35xSkNIXi504fcEwz9USRB
Waves ,Waves,Normani,215000,0,17,✌️,spotify:track:2qHk6Nz5glNQrjW8Rhd5kv
Pretty Little Fears ,East Atlanta Love Letter,6LACK,240000,0,369,✌️,spotify:track:4at3d5QWnlibMVN75ECDrp
Potion,Potion,Peter Kuli,133000,0,16,✌️,spotify:track:49dxFj7u3BfJfFWIyJ8iHO
Please,Please,William Singe,180000,0,10,✌️,spotify:track:2mtjE61KBNeAeMFSm8O9Kp
Veto,Tremors,SOHN,235000,0,27,✌️,spotify:track:0v5dOGRxlnzUKlwKlLb5FN
Take Me Away ,Freudian,Daniel Caesar,226000,0,114,✌️,spotify:track:3E895HtTn6lB40SA0l9EkL
Slalom,Subluxe,Healy,232000,0,6,✌️,spotify:track:0I8qbILF3ZkkllAn5gHrgv
Nights,Blonde,Frank Ocean,307226,0,55,✌️,spotify:track:7eqoqGkKwgOaWNNHx90uEZ
Skyline To,Blonde,Frank Ocean,184659,0,76,✌️,spotify:track:4xR3MAscflQ262kMeiKshQ
Old Age,Lady Lady,Masego,141000,0,37,✌️,spotify:track:1gWL7x24c5s7q97b3yFeyi
The Night,Another Tape,Two Another,216000,0,3,⚡ smooth,spotify:track:6WzocThCIif336LScfLPOO
Bone + Tissue,Ology,Gallant,221000,0,28,⚡ smooth,spotify:track:1THUV2tiTLxNNbJwC8m4pE
Sideways,Unusual,Marian Hill,233000,0,9,⚡ smooth,spotify:track:7gcaFO43gzlBELx9gs6fZR
Better Together,Better Together,Hayden James,236000,0,3,⚡ smooth,spotify:track:5w0nMIZgA0kVgn5aAVsYai
Again ,Dark,SG Lewis,326000,0,15,⚡ smooth,spotify:track:114BzpOMtJscxWepVeoRmF
Black Fur,Seeds in Sand,Elder Island,291000,0,10,⚡ smooth,spotify:track:3Ipgo2twyvBySMwsTzunlH
Warm,Shivers - EP,SG Lewis,286000,0,60,⚡ smooth,spotify:track:3nAeCnfPmQtUaLkcJ4Y48q
Tremors,Tremors,SOHN,209000,0,26,⚡ smooth,spotify:track:1UjtgkSgP7ptxSHG4kzc0G
Hard To Feel  ,Hard To Feel (Jamie Blake Remix),Jamie Blake,206000,0,17,⚡ smooth,spotify:track:2QAl5My9rEPTMvFDIdm9SY
Problems,Presence,"Petit Biscuit, Lido",219000,0,39,⚡ smooth,spotify:track:7wKzj1b8YKPuZELfVDz708
Skipping Stones ,Ology,Gallant,184000,0,15,⚡ smooth,spotify:track:60T2IIFflzLc241xUMv1VD
High,The Color Of You,Alina Baraz,167000,0,53,⚡ smooth,spotify:track:37IFgb5CFQap5WiPx1owPS
Subtle Thing,Unusual,Marian Hill,181000,0,14,⚡ smooth,spotify:track:6LCy7coV76nB2aNI7bhrVW
Meant To Be,Yours - EP,SG Lewis,178000,0,14,⚡ smooth,spotify:track:5wKFSRsJUTS9mUHvou84EK
Bamboo,Seeds in Sand,Elder Island,262000,0,10,⚡ smooth,spotify:track:2MzQd7zPsbN73mjr90AkL0
Absent,Shivers - EP,SG Lewis,240000,0,20,⚡ smooth,spotify:track:6NgainsIwisYSfQxZejXb0
Waiting on You,EP Two,Two Another,216000,0,12,⚡ smooth,spotify:track:1VBdD262MQdTuDLGA779ef
Lessons,Tremors,SOHN,201000,0,20,⚡ smooth,spotify:track:11Ibjx2iN27rKUqrS2zzPU
Hold Me Down,Pick Me Up,Mansionair,358000,0,33,⚡ smooth,spotify:track:7kEZaTydeHAviNWKy85Utp
Helios,Helios,"Darius, Wayne Snow",198000,0,44,⚡ smooth,spotify:track:5xQkY7ia30xE1rLnHSblKI
Talking to Myself,Ology,Gallant,237000,0,24,⚡ smooth,spotify:track:5ivOiIOSkypt3P1jqjlmcf
Billy,Gallows,DRAMA,213000,0,16,⚡ smooth,spotify:track:2eQHAwP1oz4XsjHXSEaqZQ
"Sincerely, Yours",Candle Glow,Sophie Meiers,152000,0,8,⚡ smooth,spotify:track:4iYy9eFrSoInDBjBs3EYm3
Risk,Ylang Ylang EP,FKJ,238000,0,8,⚡ smooth,spotify:track:2QDFsehUg5Fui2LOVpCw3Q
Hallucinogenics ,The Remixes,Matt Maeson,190000,0,18,⚡ smooth,spotify:track:6bLU8e0LGyztE9iD5DWBQ1
Baby Drive It Down,Outer Peace,Toro Y Moi,187000,0,9,⚡ smooth,spotify:track:3nB1luIDE1motEUhMXImp0
Miracle,Miracle,Monty Datta,175000,0,14,⚡ smooth,spotify:track:4J7B19NwgS5HHldZJty6Za
Fly ,Fly (The Remixes),June Marieezy,252000,0,15,⚡ smooth,spotify:track:2cbWaw8K4fKvR9kgBg3ugq
Bloodflows,Tremors,SOHN,261000,0,24,⚡ smooth,spotify:track:75mE9LzZzQoDwjS4OuuzmW
Lights,Tremors,SOHN,269000,0,10,⚡ smooth,spotify:track:5MpBlVHG377GcdgooyxO4e
Yours,The Color Of You,Alina Baraz,207000,0,30,⚡ smooth,spotify:track:3ggvoFaWTbh3ZfOg05vrh0
Rush,Rush,"Ayelle, Nakala",231000,0,32,⚡ smooth,spotify:track:5ruDaqxo8hUgok2hHtcdRF
Go Back Home,French Kiwi Juice,FKJ,235000,0,5,⚡ smooth,spotify:track:1B5fbRxnB26duk77yCBWvS
Hurting ,Dark,SG Lewis,185000,0,14,⚡ smooth,spotify:track:7h8e5oCD5ZRu0VPNHEN6A5
Someday I Will Find The Perfect One ,Someday I Will Find The Perfect One,Monty Datta,169000,0,13,⚡ smooth,spotify:track:3Expioohlb3hrWcmZ7M8eU
Wet Socks,Broken Clinic,Sophie Meiers,150000,0,7,⚡ smooth,spotify:track:4ysPJHH5Dzo0nJN3IH2w2K
Lost in the Moment,Utopia,"Darius, Wayne Snow",264000,0,17,⚡ smooth,spotify:track:1ZDDjXReDwZOuFu36GGYKj
No Hesitation,Unusual,Marian Hill,217000,0,7,⚡ smooth,spotify:track:6OfezYfiBWUMR3AGxdGtz9
I'm Sorry,Theres Still Us,Swell,157000,0,22,⚡ smooth,spotify:track:6RfhohCjM9r1BQLHh07mOQ
Floating ,The Color Of You,Alina Baraz,174000,0,23,⚡ smooth,spotify:track:2vLWF4yFhTHQZVwrPTjH1s
Easy,Drive Slow,Mac Ayres,314000,0,4,⚡ smooth,spotify:track:58dSdjfEYNSxte1aNVxuNf
Better Give U Up,French Kiwi Juice,FKJ,256000,0,2,⚡ smooth,spotify:track:4c60yLpE5lXvICT0pyEaZ5
I Fold You,I Fold You,Elder Island,282000,0,6,⚡ smooth,spotify:track:3irW0kGHZMHvlQD5Cp03L9
Not Thinkin' Bout You  ,Not Thinkin&#39; Bout You (Remix),Ruel,230000,0,38,⚡ smooth,spotify:track:2awExtNBABpwOFC78XViJd
Release ,Dark,SG Lewis,299000,0,6,⚡ smooth,spotify:track:3Wbg1P3IxfREla7NQEhejC
Your Soul,The Sunny Album (Deluxe Edition),Hippie Sabotage,324000,0,33,⚡ smooth,spotify:track:6ZT3coOj97F6CVvruPtnox
You Are Here,Drippin&#39;,SATICA,187000,0,8,⚡ smooth,spotify:track:4yvPZIJQohC6kQGkEMZpy8
Instinct,From The City To The Wilderness,R I T U A L,188000,0,3,⚡ smooth,spotify:track:0o6H8DcGOW4L0W0OWLWe42
Fool,Tremors,SOHN,216000,0,14,⚡ smooth,spotify:track:3NlyLB0NdNEW6dWcA1y9Kj
Body,Body,HIGH HØØPS,258000,0,17,⚡ smooth,spotify:track:5dMcxFbpV34eztZezEgt7H
Key One,Seeds in Sand,Elder Island,263000,0,25,⚡ smooth,spotify:track:21WjqOXmg8eXOlcDabHRff
One More,One More,Yaeji,202000,0,10,⚡ smooth,spotify:track:31FUO6PYWcal7MF4EqSdLs
Conrad,Rennen,SOHN,223000,0,10,⚡ smooth,spotify:track:65fXbdx5DstarNIGI7NRdS
About Me,About Me,BAYNK,196000,0,5,⚡ smooth,spotify:track:5zSYqb7jGGfP7EkA6rrS5a
Listening ,Unusual,Marian Hill,248000,0,6,⚡ smooth,spotify:track:2TsjL1cygJMoJXZQCuXn4i
Paranoid,I met you when I was 18. (the playlist),Lauv,192000,0,13,⚡ smooth,spotify:track:2wCVpdNSHjqIn2en8jAnF0
No Less ,Shivers - EP,SG Lewis,243000,0,58,⚡ smooth,spotify:track:2j1zYaCXkvrMjz7JCvccJi
The Wheel,Tremors,SOHN,233000,0,13,⚡ smooth,spotify:track:5dJCYzLWPrhlPLhcsrkaBi
Young ,Young (feat. Alex Lustig),Ayelle,167000,0,9,⚡ smooth,spotify:track:1HT4gbIFAn1htZ2trEIHnU
Electric ,The Color Of You,Alina Baraz,246000,0,158,⚡ smooth,spotify:track:2mj7x99sNUsVHPBRK51zlG
Lazy Sad ,Evening,ford.,210000,0,12,⚡ smooth,spotify:track:5hRpAHv50tHVxZqV69dCuA
Vibin' Out,French Kiwi Juice,"FKJ, ))",311000,0,5,⚡ smooth,spotify:track:6SEolIp22t0DzeBfCBo3hr
Coming To My Senses,The Color Of You,Alina Baraz,186000,0,17,⚡ smooth,spotify:track:0wNenHPLy8qwMfxHTqScoR
Yours,Yours - EP,SG Lewis,230000,0,60,⚡ smooth,spotify:track:1RKytJX5Lpe8yJm1Jx7XU5
Sticky Leaves ,Sticky Leaves (Cabo San Remix),Linying,208000,0,10,⚡ smooth,spotify:track:0k0x7PyNIxm8mwagibyumc
Dust,Full Circle,HÆLOS,278000,0,12,⚡ smooth,spotify:track:16gvjuZGmibA3348jWdjKV
The Memories We Share ,The Memories We Share,Monty Datta,164000,0,17,⚡ smooth,spotify:track:4m5im3rxrCGdmh10WANuRU
Good Thing,Good Thing,Zedd,210000,0,3,⚡ smooth,spotify:track:5aUSEPNd3m5xliFK4pn5mU
Gone ,Yours - EP,SG Lewis,239000,0,8,⚡ smooth,spotify:track:2uJM4lj80jthqB6pxNAwL6
Come Home ,Someone’s EP I,BAYNK,246000,0,6,⚡ smooth,spotify:track:3p8LPCCe2y7cosybYJlX7Y
The Big Unknown,Elder Island,Elder Island,303000,0,15,⚡ smooth,spotify:track:4Ri84aoor16uSkNtpAvPgQ
Coming Alive,Another Tape,Two Another,235000,0,14,⚡ smooth,spotify:track:3yBgUv7hHzX1K7lpQ1XEr4
Astronaut  ,Astronaut (Something About Your Love) (Marius Remix),Mansionair,256000,0,15,⚡ smooth,spotify:track:1XXqmnOgL9k9lcRT3hncTf
Fallin,The Color Of You,Alina Baraz,246000,0,51,⚡ smooth,spotify:track:4jdmvZ64AR3IR9G59IFTKq
Shivers ,Shivers - EP,SG Lewis,269000,0,15,⚡ smooth,spotify:track:5cB0bovfcEjmgtSFguaY2j
Ocean Eyes ,Ocean Eyes (The Remixes),Billie Eilish,296000,0,9,⚡ smooth,spotify:track:7hDVYcQq6MxkdJGweuCtl9
Holding Back ,Yours - EP,SG Lewis,225000,0,18,⚡ smooth,spotify:track:6WTZqt2ghvOxdmXCpGb84Z
Second Night,Hold Me Down,Mansionair,253000,0,15,⚡ smooth,spotify:track:6E1nsMlljeSPpKzMLMkQyY
Childhood Memories,Childhood Memories,Monty Datta,181000,0,14,⚡ smooth,spotify:track:2g9mkuz9vJTRl4rVQXNIq2
New House,Outer Peace,Toro Y Moi,150000,0,16,⚡ smooth,spotify:track:40YmyUvb5AmaAWXpXTj7VD
Tainted,The Color Of You,Alina Baraz,212000,0,13,⚡ smooth,spotify:track:1u1VSSLBKzPWlbuwVqLGMl
Theres Still Us,Theres Still Us,Swell,136000,0,21,⚡ smooth,spotify:track:5cP9FCBMkGr4TuuCwtqCJH
The One ,The Color Of You,Alina Baraz,219000,0,17,⚡ smooth,spotify:track:7hH0Gyd35BgcBLyWwY6yy9
DaNcing in a RoOm,AFRAID OF THE DARK EP,EZI,208000,0,2,⚡ smooth,spotify:track:0ZP9sms2ZmW6TXuCEmc3Fk
When I Am Gone ,When I Am Gone,Monty Datta,182000,0,14,⚡ smooth,spotify:track:6FB5lOgaH03i7YjVHyU3BM
Want 2,Someone’s EP I,BAYNK,211000,0,25,⚡ smooth,spotify:track:7pBqgTfq5WAPtiI50Yjscx
Poolside,Someone’s EP I,BAYNK,212000,0,11,⚡ smooth,spotify:track:10Yzn7D4l9imoN802Tyg0i
Passionfruit,EP2,Yaeji,274000,0,11,⚡ smooth,spotify:track:1OStEtFJJ7xMbgQfp5C3j9
If You Let Me ,Sinead Harnett,Sinead Harnett,232000,0,30,⚡ smooth,spotify:track:5LKXxwgll43fxe1lPF7sze
Speak,In The Comfort Of,Sango,213000,0,6,⚡ smooth,spotify:track:7yxZSyV86ZHLbaugsqs8K7
two nights ,two nights,Lykke Li,204000,0,8,⚡ smooth,spotify:track:47UnzjxpWvJKCverxM1OaS
I Don't Even Know Why Though,The Color Of You,Alina Baraz,202000,0,32,⚡ smooth,spotify:track:3H2OWez1soN1GT4me4j53A
Feel at Home,Feel at Home,SYRE,175000,0,36,⚡ smooth,spotify:track:6b1rs1silNDIUJQIGAGSRK
On My Mind ,On My Mind (Jorja Smith X Preditah),Jorja Smith,181000,0,26,⚡ smooth,spotify:track:1OxL1FWSEd7QmJoWLRP2NO
